,0
1576,SLC39A2
1577,NEK8
1578,PRICKLE2
1579,NUP43
1580,MYZAP
1581,ZNF335
1582,PQLC2
1583,CARS
1584,GRIA2
1585,ZNF148
1586,TRIM7
1587,TUBGCP3
1588,PLK2
1589,PIAS3
1590,GON4L
1591,TPPP3
1592,UBA5
1593,LONP1
1594,SPEG
1595,PAPOLA
1596,AK8
1597,HES7
1598,MYO5B
1599,CACNA2D1
1600,KRT81
1601,HHATL
1602,RAB7B
1603,PTPRZ1
1604,SLC27A3
1605,ACKR3
1606,TEF
1607,INO80
1608,IGLL5
1609,RBSN
1610,ITGA10
1611,TEKT1
1612,DDC
1613,PLS3
1614,PXYLP1
1615,ODF2
1616,PXDN
1617,LNX1
1618,B4GALT1
1619,NFKBIE
1620,SENP6
1621,ASCC3
1622,MACROD1
1623,TIGD2
1624,ZNF275
1625,USP30
1626,ADAM10
1627,FOS
1628,APMAP
1629,CTNNAL1
1630,SETMAR
1631,CLDN6
1632,OXLD1
1633,DSE
1634,GPRC5A
1635,ADIPOQ
1636,MAFF
1637,MRPL1
1638,SCAMP3
1639,MCU
1640,FBXW4
1641,PEX6
1642,ULBP2
1643,IMPDH1
1644,SLC39A8
1645,GNAI1
1646,VWA5A
1647,UNC5C
1648,ARL2
1649,DPY19L4
1650,SENP2
1651,ADAP2
1652,CYFIP2
1653,MLC1
1654,DSC3
1655,BMP8B
1656,STIM1
1657,HIST1H3C
1658,ARHGEF11
1659,GOLGA1
1660,SLC1A3
1661,HAAO
1662,IFI16
1663,TNS4
1664,CARM1
1665,PPIF
1666,NCBP1
1667,TEX101
1668,BRD1
1669,EIF4A1
1670,ATG3
1671,ARHGAP31
1672,ARHGEF25
1673,MRPL13
1674,DIS3
1675,NEURL1
1676,AUH
1677,PI3
1678,GTF3C2
1679,FCRL2
1680,CAPSL
1681,URI1
1682,WIZ
1683,GIMAP2
1684,HIST4H4
1685,YTHDC1
1686,SRP19
1687,OS9
1688,MAP2K1
1689,ADRB1
1690,CCKBR
1691,ELP3
1692,FCGR3B
1693,MSX2
1694,HDAC2
1695,AAMDC
1696,ALKBH8
1697,ZNF213
1698,CLSTN1
