,0
1021,SLC7A1
1022,DLGAP5
1023,NUP210
1024,TYSND1
1025,ALDH5A1
1026,FGF20
1027,HEYL
1028,SCFD1
1029,ADAM9
1030,SHROOM2
1031,CCND3
1032,ARHGAP19
1033,PSTPIP1
1034,FECH
1035,SIRT1
1036,FUT4
1037,KLRC2
1038,RCC1
1039,SGCD
1040,RGS13
1041,CBX4
1042,SOS2
1043,ATP6V0D1
1044,PON3
1045,SECTM1
1046,MAD1L1
1047,NDUFA5
1048,KRTAP1-3
1049,ODF2L
1050,SEC61B
1051,LANCL2
1052,S100A8
1053,NDUFB2
1054,NT5C3A
1055,CKAP2
1056,KRTAP3-2
1057,SLC44A2
1058,LPIN2
1059,CDCA8
1060,LPAR2
1061,FADD
1062,PTPN18
1063,KRT74
1064,GOLPH3L
1065,TEKT2
1066,CPSF3
1067,PPFIA3
1068,ESYT1
1069,PARD3
1070,TFEC
1071,MRPL37
1072,PPP3R1
1073,PIK3R3
1074,IGKV3-20
1075,TCF7L1
1076,WDR45B
1077,GTF2H1
1078,VCAM1
1079,EZH1
1080,RAB3GAP2
1081,GPC6
1082,GAD1
1083,TCTA
1084,CD24
1085,CTSC
1086,GP2
1087,BMP2
1088,WTAP
1089,HOXA1
1090,DNAAF2
1091,MTIF2
1092,MPP5
1093,ATMIN
1094,BLOC1S3
1095,SMOC1
1096,MBTPS1
1097,CCR2
1098,DDT
1099,NPAS2
1100,PAF1
1101,NEIL2
1102,CXCL1
1103,REG1A
1104,CUL1
1105,TMCC3
1106,SPCS1
1107,NKTR
1108,TSHZ1
1109,DERL1
1110,SIRT2
1111,TOR1A
1112,GINM1
1113,ITIH5
1114,KIN
1115,SNRNP48
1116,VDR
1117,GORASP2
1118,PHC2
1119,RELB
1120,USP4
1121,RACGAP1
1122,CLDN1
1123,NAT14
1124,LPCAT1
1125,F2RL3
1126,SEMA3C
1127,CD207
1128,HLA-DRA
1129,MYOC
1130,VWA8
1131,GPCPD1
1132,ITIH2
1133,NARS2
1134,PPIC
1135,EFHD1
1136,ELP4
1137,FOLR1
1138,MSH6
1139,PRRX2
1140,DTX1
1141,OPA3
1142,ENTPD3
1143,MIDN
1144,GEMIN2
1145,TNFRSF13C
1146,TTK
1147,RPL14
1148,CDCA7
1149,LRPAP1
1150,ZNF114
1151,CHMP6
1152,VMP1
1153,ZKSCAN8
1154,DNAL4
1155,SCD
1156,PDZD4
1157,NEFM
1158,ACVR2B
1159,TRAPPC2L
1160,MEA1
1161,LMNB1
1162,PTX3
1163,CCL25
1164,CD200
1165,FTCD
1166,MMP15
1167,SLC25A28
1168,SNAPC5
1169,QKI
1170,UBE4A
1171,TRIM16
1172,PTPN14
1173,VASP
1174,PRKX
1175,POLR2G
1176,PSPH
1177,CENPQ
1178,AMBRA1
1179,USP25
1180,BEND5
1181,PRCC
1182,NUCB1
1183,ZNF131
1184,EXOC2
1185,PTPN21
1186,MAT1A
1187,RPL34
1188,CLEC2A
1189,CADPS2
1190,KCNF1
1191,HIF3A
1192,ADAMTS7
1193,RAB11FIP1
1194,NET1
1195,SKAP1
1196,INPP5K
1197,FNDC5
1198,IGFBP2
1199,SBDS
1200,LANCL1
1201,TNFRSF17
1202,MEAF6
1203,DNAJB5
1204,CXCL16
1205,SNRPN
1206,FUT2
1207,CHIT1
1208,DYNC1I1
1209,NONO
1210,PROCR
1211,RASSF7
1212,IFT57
1213,TNFSF12
1214,ZCCHC7
1215,GYPC
1216,TMEM51
1217,GARS
1218,EVA1A
1219,NDUFB6
1220,HIPK1
1221,PWP1
1222,CD70
1223,BTN3A1
1224,SWI5
1225,CREB5
1226,SSH1
1227,RASEF
1228,SGSM3
1229,CC2D1B
1230,DYNLL2
1231,SEMA4F
1232,RASSF1
1233,MED22
1234,GAL3ST2
1235,RPAP1
1236,ZC3HC1
1237,TRMT112
1238,SLC10A4
1239,F2RL1
1240,ST6GALNAC2
1241,FGFR1
1242,COMMD4
1243,CNTFR
1244,CKAP2L
1245,DDX56
1246,PPCDC
1247,UBAP2L
1248,SLC48A1
1249,IQGAP1
1250,FEM1C
1251,PCOLCE
1252,TFPI2
1253,LCE3A
1254,PCK1
1255,MRC1
1256,MAPK13
1257,TRADD
1258,POLR2E
1259,GNPDA1
