,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,2.5368826,-3.0188756,-1.6598864,-0.29579222,-2.3287358,-1.9776487,-1.7855533,-1.9958792,-6.066452,7.0770817,3.139815,2.301903,5.5242653,7.243784,-4.5496893,-1.6929343,0.45995924,-3.3495371,4.8491597,2.1793242,-1.9734317,-0.8965566,-3.3994775,-1.7343085,-2.7377975,0.38735446,3.7356236,-5.8191977,-1.8408457,6.17871,2.3201814,-0.3837001,5.3119802,-5.37218,-6.3962374,-5.5022182,3.039339,-4.6089697,2.6903744,5.342966,3.249632,1.2263134,-4.3255324,-3.9795256,3.4833982,4.2582846,3.9396367,-0.42703533,-0.435664,1.5922157,-0.52745557,1.3293747,0.6642544,0.14150754,1.0255818,0.043557763,-0.15247506,-0.6061983,0.76695395,-0.46338463,-0.2404943,0.0751434,-0.21847299,0.40132278
21,4.2262754,-4.8801317,-2.712588,-0.3706788,-3.8703837,-2.7803345,-2.7878556,-2.9054565,-9.79251,11.490224,5.0467467,3.7407413,9.007874,11.7108135,-7.448645,-2.8684359,0.63489634,-5.560459,8.050368,3.512764,-3.0972438,-3.547668,-5.51528,-3.4343684,-4.3893714,0.6640169,6.0121984,-9.500985,-3.0378883,10.044199,3.6591613,-0.63674307,8.572027,-8.79727,-10.301883,-8.652672,4.905883,-7.485359,4.3842483,8.887389,5.3171935,2.1084204,-6.979375,-6.403198,5.8215823,6.934639,6.3895407,-0.7797573,-0.6288421,2.765853,-0.33598435,2.324715,-0.6881094,0.26725,1.7387984,0.15636933,-0.050126053,-0.9525914,-0.123175144,-1.0323988,-0.3710732,0.17855617,-0.20574512,-0.1265341
22,4.322236,-5.198142,-3.085643,-0.61239535,-4.3513227,-2.986196,-2.939568,-3.0947661,-10.151798,11.688556,5.26591,3.6704402,9.225739,12.001559,-7.805286,-3.2249327,0.66037047,-5.658609,8.416377,3.6423306,-3.158726,-3.8994255,-5.695923,-3.1409762,-4.487851,0.723895,6.087499,-9.757354,-3.0960646,10.329674,3.509552,-0.81343406,8.698714,-8.996686,-10.794468,-8.954584,5.1512456,-7.8689694,4.2044964,9.095925,5.2626104,2.207166,-7.372372,-6.5521703,6.091874,6.993709,6.4783826,-0.7868833,-0.6896068,2.5398695,-0.57754815,2.2948978,-0.92522144,0.21053645,1.6003466,0.08139199,-0.06376604,-1.1017505,-0.10980892,-0.9664979,-0.47840536,0.06313986,-0.50337666,-0.12024915
23,2.8589861,-3.319884,-2.3594716,-0.6572199,-2.7470155,-1.943361,-2.0995853,-2.1909792,-6.913102,7.779688,3.6106837,2.2801528,6.1726365,8.0481825,-5.380807,-2.4012437,0.5353606,-3.7359726,5.729852,2.4280314,-2.1882517,-1.4550009,-3.8226464,-2.1411145,-2.9859838,0.5060745,4.032635,-6.5227785,-1.8841469,6.9769073,2.202708,-0.7132832,5.751932,-6.0125117,-7.5233984,-6.169022,3.566912,-5.4813657,2.4494982,6.021627,3.34977,1.4112842,-5.187509,-4.4210777,4.156563,4.5561733,4.304244,-0.5099963,-0.5197054,1.3542446,-0.78261757,1.4014189,0.7176142,0.011514127,0.8397386,-0.014826991,-0.100795425,-0.8961474,0.79996204,-0.27193463,-0.42988297,-0.105619155,-0.7522807,-0.06871021
24,2.4425094,-3.036653,-2.1553657,-0.6874885,-2.4190085,-1.8023245,-1.8702269,-1.908692,-6.0290117,6.72286,3.1522014,1.9253818,5.3281136,6.9827433,-4.728858,-2.1598678,0.6601945,-3.2126422,4.999677,2.0803595,-1.9016578,-1.2186077,-3.3098552,-1.8361379,-2.5725167,0.46077093,3.4769597,-5.6471434,-1.5355027,6.051876,1.8514147,-0.68137014,4.9530306,-5.2084837,-6.622878,-5.4081316,3.1357312,-4.830468,1.9832566,5.1952696,2.8474476,1.1971387,-4.599264,-3.8359356,3.6201785,3.9134574,3.7169843,-0.4264778,-0.48066884,1.0240437,-0.54360896,1.1587331,0.6329975,-0.013412915,0.6452997,-0.05088488,-0.11271649,-0.83917034,0.51301897,-0.26278138,-0.42765948,-0.15004358,-0.8061378,-0.08772951
25,2.3993726,-3.2111702,-2.1657898,-0.70360935,-2.378406,-1.6480718,-1.8838818,-1.9263487,-6.04862,6.7128954,3.1473339,1.993381,5.3370147,7.0286174,-4.740863,-2.1388583,0.5844523,-3.1904545,4.9778156,2.040536,-1.8889154,-1.4901419,-3.3217604,-1.8483986,-2.5539908,0.4743384,3.4709554,-5.6936946,-1.7849113,6.0032935,1.8831991,-0.69731826,4.9401317,-5.2237625,-6.604273,-5.3869987,3.128787,-4.8420773,1.9966586,5.2184353,2.8558717,1.225798,-4.608999,-3.833648,3.6066508,3.9409428,3.7253492,-0.43403167,-0.46799523,1.0067943,-0.9026544,1.1581419,0.15319777,0.021686234,0.66574323,-0.031158559,-0.14829355,-0.81256163,0.34818494,-0.43691134,-0.46090418,-0.13949212,-0.78810805,-0.20746219
26,1.1973467,-1.3402438,-0.9974814,-0.258766,-1.0802251,-0.97669935,-0.9175474,-1.0822526,-2.9464347,3.590147,1.7019644,1.0084262,2.7053049,3.6324122,-2.4355347,-0.8977871,0.19799498,-1.679846,2.434972,1.0279939,-1.0197552,0.3569579,-1.6718678,-0.7850137,-1.3242759,0.21112102,1.9219885,-2.8974333,-0.9010127,3.1674595,1.1087571,-0.30109313,2.6223757,-2.655029,-3.4327505,-2.8502884,1.5764494,-2.3730698,1.1492531,2.5618403,1.5340531,0.443384,-2.3460586,-2.0480428,1.7541432,2.0878165,1.962899,-0.16651952,-0.33600354,0.58588016,-0.33204606,0.54039264,1.4783907,0.07025381,0.3474383,-0.022965603,-0.13416895,-0.49305868,0.8494432,0.035845757,-0.22834238,-0.114537306,-0.42969912,0.055820107
27,0.15562488,-0.5472712,-0.68521875,-0.4969257,-0.5456174,-0.19663867,-0.46467766,-0.37197512,-0.9959147,0.86388963,0.51778877,0.09742325,0.59142727,1.0053647,-0.84463435,-0.52636015,-0.0034056678,-0.27366188,0.67872006,0.18419088,-0.40014648,0.27555633,-0.44734463,-0.12186214,-0.3599577,0.08636697,0.47021475,-0.7679697,0.029880777,0.82881224,0.14236274,-0.33548662,0.5794531,-0.7614764,-1.3500067,-1.0662285,0.53961295,-0.9531263,-0.28013057,0.48166823,0.18332164,-0.05168736,-1.0617452,-0.57749087,0.47894263,0.39298776,0.4697248,-0.0071494915,-0.1436947,-0.5032662,-0.4229518,-0.102192104,0.8446325,-0.1016131,-0.21858849,-0.16786867,-0.2293265,-0.33710715,0.8033273,0.29648542,-0.32949895,-0.20498234,-0.8149165,-0.039847523
28,3.4126196,-3.9590604,-2.641085,-0.7251385,-3.3888998,-2.217207,-2.3138082,-2.5454044,-8.238267,9.320079,4.182095,2.913153,7.399373,9.605434,-6.2993617,-2.7546942,0.6534006,-4.4646597,6.778522,2.916246,-2.560341,-1.9767008,-4.6054873,-2.515555,-3.5937467,0.61572486,4.8256774,-7.818152,-2.287459,8.2550125,2.7556763,-0.76120836,6.9169707,-7.2248716,-8.796739,-7.2895217,4.1796384,-6.4131637,3.1210039,7.293106,4.1095166,1.7462792,-6.064075,-5.2215133,4.903106,5.5428524,5.170205,-0.6533596,-0.58536196,1.7973431,-0.7450485,1.7972568,0.35329962,0.11325437,1.1580513,0.0051097497,-0.12391091,-0.9476206,0.45903754,-0.9360198,-0.454275,0.015485978,-0.6346728,-0.44792742
29,2.5698895,-2.7208805,-1.4076492,0.18269213,-2.1830335,-2.0263581,-1.40968,-2.064437,-5.8972964,6.9868536,2.9734602,2.4072442,5.4230914,7.0159807,-4.32229,-1.3854315,0.41039377,-3.323407,4.6376047,2.1408772,-1.9469119,-0.33216238,-3.3413053,-1.5614754,-2.6010227,0.40620035,3.6657126,-5.6549344,-1.5552437,6.020133,2.521648,-0.26383334,5.1661053,-5.2291565,-6.021535,-5.123874,2.7746944,-4.247602,2.829459,5.300256,3.2305543,1.1597604,-4.0664415,-3.903412,3.3336587,4.2841773,3.8151796,-0.46126556,-0.34251007,1.8433174,-0.22753584,1.2977091,1.1153853,0.1753037,1.1502748,0.045570977,-0.04991613,-0.5177172,0.6319814,-0.04153216,-0.17748316,0.23557055,0.02520001,0.21224535
30,2.23382,-2.0178263,-1.2948077,0.0067340373,-1.8282564,-1.870716,-1.4393728,-1.773117,-4.9967833,6.0873194,2.6843174,1.9689376,4.715259,6.0501432,-3.8229187,-1.3067551,0.5200851,-2.9503286,4.1344886,1.8909502,-1.6820518,0.33212423,-2.8838098,-0.9908657,-2.3111117,0.25910887,3.2887735,-5.0371714,-1.4567966,5.472482,2.0321195,-0.2701183,4.677668,-4.5156107,-5.435022,-4.7041445,2.4175103,-3.901094,2.3378773,4.4591503,2.8823001,0.92947453,-3.6087801,-3.4162977,2.9000914,3.628239,3.3832285,-0.52714646,-0.37218514,1.6369559,-0.22885132,1.1800369,1.647217,0.10319157,1.0907784,0.10700512,-0.07378645,-0.38929725,1.2676178,0.4327618,-0.1394525,0.129821,0.00536035,0.41390198
31,3.1598306,-3.702041,-1.7093769,0.032705918,-2.4737082,-2.1684954,-1.8976729,-2.3267505,-7.2603483,8.758307,3.7661674,3.0452297,6.799374,8.824121,-5.4020996,-1.7652736,0.67592525,-4.134392,5.858928,2.6608377,-2.4118059,-1.473835,-4.186069,-2.3069339,-3.278914,0.5037181,4.60428,-7.1884513,-2.3406463,7.529492,3.0473838,-0.3048611,6.518732,-6.6074696,-7.48711,-6.452527,3.482573,-5.3333335,3.623919,6.6355104,4.1279187,1.4886752,-5.037637,-4.8420033,4.19082,5.3551297,4.886966,-0.5615643,-0.45015836,2.387631,-0.33459222,1.7618954,0.4238429,0.30046108,1.5451344,0.16172756,-0.108632244,-0.6006451,-0.039129496,-0.69390035,-0.19751874,0.317097,0.12576385,-0.06838864
32,5.311065,-5.910494,-2.8392203,0.041051015,-4.6990633,-3.4821603,-2.902925,-3.4243019,-12.009478,14.389946,6.159007,5.0008383,11.242527,14.523802,-8.951138,-3.0338469,0.7902287,-6.9568315,9.785513,4.4754376,-3.8174875,-4.2263494,-6.88243,-4.0885687,-5.4641576,0.8215774,7.609682,-11.857301,-3.8106859,12.466997,4.889197,-0.50687647,10.80311,-10.898273,-12.334879,-10.546514,5.7967033,-8.851925,6.11352,11.0745,6.8833165,2.6405141,-8.251719,-7.978337,7.0353208,8.829093,8.025055,-1.0120836,-0.730445,4.032142,0.06299901,3.049847,-0.9237375,0.87110144,2.5876987,0.29897863,0.0045300387,-0.91492385,-0.270895,-0.8126955,-0.2893446,0.5274004,0.44353646,0.029105067
33,8.377976,-7.341462,-4.4591503,0.06337206,-8.682664,-3.8820798,-3.9326715,-1.7480893,-18.748768,22.467821,9.644549,7.7296457,17.637644,22.770926,-14.021412,-4.9181166,1.2986463,-10.922755,15.449491,6.9953246,-5.8741827,-10.229707,-10.764399,-6.071328,-8.610829,1.260609,11.808325,-18.567528,-5.9437757,19.485973,7.515512,0.16278309,16.905615,-17.097523,-19.227108,-16.41949,9.172991,-13.953395,9.613438,17.468561,10.787855,4.300691,-12.8341055,-12.433403,11.140103,13.856562,12.550078,-1.5647404,-1.0941287,6.409232,1.7908947,4.8825903,-2.4019003,2.189879,4.0696807,0.53710943,0.07889242,-1.3960518,0.056070328,-0.709537,-0.37711975,0.8204424,0.81528413,-0.21801937
