,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,0.06173524515605739,0.06370401647396715,0.060977074855718835,0.06311356277740515,0.06165442028651887,0.06173524515605739,0.06366574596560655,0.06684987105646796,0.06177036713631834,0.06285510574090827,0.06340479758033384,0.06253158630054521,0.06001522859158319,0.06184464545177212,0.06336063463567773,0.06078245283506194,0.06156647904214491,0.06354131231948666,0.0608352794539587,0.06344242818399241,0.06166895066329674,0.06349251795005921,0.0630566963828426,0.06662112110530352,0.06186701988127185,0.0628446921410378,0.06320615452711452,0.06252193198284696,0.05984597163045624,0.0614671288615067,0.06333863259322571,0.060683683281455424,-0.04089946,0.018078212,-0.05967578,0.03227298,0.005516915,0.05463927,0.03517227,-0.010164092,-0.04241787599999999,0.059092499999999985,-0.042002283,0.0076695876000000005,-0.049306914,0.05253914,0.045608312000000005,0.041276507000000004,82.0
1,0.06364216188718308,0.0679695273352874,0.06145183349393427,0.060436544117407474,0.061576891314626965,0.06364216188718308,0.06448674113602734,0.06148122064340904,0.06124684319634551,0.0614134612268773,0.05920042934360669,0.06429221309347179,0.06144505536304316,0.06478124559605128,0.06483948886696911,0.05809418149857664,0.06421121390579508,0.06777708507152909,0.06114777820667885,0.06054404270651403,0.06161819397230797,0.0651521720468508,0.06416533343062861,0.06111632713116433,0.061385299090582574,0.06138745934498886,0.058733062518561814,0.06435338697764709,0.06117397179251801,0.06451577066674175,0.06486749828298062,0.05785140485451048,0.05277522,0.029291175,0.017070144,-0.0014254823000000002,-0.06258356,-0.012312893,-0.06089408,0.02347266,0.06311678,-0.022508562000000003,-0.030989642999999997,-0.02476557,0.05020059599999999,0.032443285,0.05182212,-0.0074452795,1019.0
2,0.06473258624738974,0.06610675530954653,0.05178117083230789,0.07534093395836176,0.05952557822970472,0.06473258624738974,0.06062311710367381,0.0734955956451715,0.054114298087107285,0.0589134439411023,0.06539409952254667,0.06387851705697084,0.050377490664614485,0.06176040557356612,0.06556335817952923,0.06366006340101744,0.06518933409578552,0.06573869419053763,0.05180291465764002,0.0761348532321455,0.0597939798097829,0.06231596071608143,0.06036839675545285,0.07382365980373784,0.05408448316072854,0.05932142629508759,0.06486966832586437,0.06394977056192598,0.05055369512861086,0.061780570425003276,0.06617599555348977,0.064096597288126,-0.054128672999999995,-0.045494553,0.039663777000000004,-0.03799571,0.032684042999999996,0.044966936,-0.04734467,-0.005225323,0.019941702,0.044017404,0.05000753,0.015837692,0.0011989772,0.015540123000000001,-0.037712763999999996,-0.05455556,421.0
3,0.0625324554970184,0.061857525046303374,0.06402089366621026,0.055842168754489566,0.06218725674969443,0.0625324554970184,0.06295126258987042,0.06930242424001108,0.06262372676031522,0.06062124981138752,0.06026146055120416,0.06540553911478687,0.06343583820069118,0.06443801082020978,0.0628928905404304,0.05909484216035876,0.06278675779613792,0.06191646431975886,0.06343441189088278,0.05625430719419878,0.06258538045605752,0.06165882195648359,0.06246186527566785,0.06935416598205127,0.06293565455312518,0.06085348321850328,0.06022850795944815,0.06588151239859477,0.0629861051101598,0.06457353548647424,0.06298818342964592,0.059100842972810035,-0.026805855,-0.04950027,-0.03291606,0.036868885,0.0078065842,0.043571702999999996,0.0071496516,-0.05892282,0.025552599999999998,-0.005415693,-0.037089832,0.04560914,0.015465111,0.026842593999999997,0.0626606,-0.05426109,313.0
4,0.06338248000506475,0.06345843230616971,0.05736565616338176,0.05996796786799854,0.06141823047967916,0.06338248000506475,0.06507852226052915,0.07194804169171629,0.06585738620662852,0.06269403811449131,0.06006415545880736,0.06460891275471416,0.05600392124114932,0.060065682208293475,0.061907896328469575,0.06279619690784255,0.06272509674771562,0.06375400586533424,0.05727673208676255,0.06038872453664267,0.061577912267046814,0.061620753076486776,0.06470743938598357,0.07249578074112484,0.06626933304948819,0.06300320954946981,0.06027278056579926,0.06506956892750741,0.05602114311942568,0.06003359137424374,0.062085670088740864,0.062698258618228,-0.025693145,0.045883484,0.029567367999999997,-0.024915945,0.022286228999999998,0.025435291000000002,-0.0041313916,-0.011573728,0.040404655,-0.009841107,-0.048531905,-0.024294931000000002,0.022926949,0.06287607,-0.025528286,-0.05093255,493.0
5,0.06104418072384101,0.06029706410949508,0.061764929278213,0.06181781473302982,0.062389700934459724,0.06104418072384101,0.06358063965448732,0.0696888726996012,0.0630930155335477,0.06464015709675652,0.06514275266973785,0.05991754464555313,0.0600054341258808,0.06040642486846879,0.06324196365596124,0.061925324547125814,0.060370298501240025,0.06013917234986669,0.0620438077147825,0.062100732975368014,0.06233219876324617,0.06293590892287647,0.06292691946062409,0.06942254274691942,0.06308952162521543,0.0646480063060032,0.06490937528409599,0.05981897803091344,0.06016783427526005,0.06004248921063617,0.0631811360971318,0.06187107773582064,-0.0042251465000000005,0.009241589,0.012540328,0.035959166,0.08578525,-0.040557623,-0.06535056,-0.017614873,-0.04906362,-0.04205629,-0.058964605999999996,-0.062399797,-0.03512899,0.008713529,-0.05670291,0.024071337999999998,101.0
6,0.06102885881071932,0.06027781166811131,0.0617636289361991,0.06196598032202761,0.06235311101120141,0.06102885881071932,0.0635361520226699,0.06965025452707982,0.06308821687995858,0.06465382219778193,0.06523376497753769,0.0599081646793128,0.05998175614517332,0.060378886721376215,0.06322948430275835,0.06192124798737344,0.06034514195025133,0.0601215949762725,0.062037832803986726,0.0622644583307663,0.06229405949374794,0.06292745917190877,0.06288066218569288,0.06938447738192695,0.06308476645518818,0.06466066014028997,0.0650018201880116,0.05980936540131529,0.060144234739406825,0.060015350841214524,0.06316691837042486,0.06186119756959544,-0.003603279,0.035256393,-0.037590466,0.059722494,0.084747314,-0.020391008000000002,-0.024403691,-0.0006620405499999999,-0.059267614,0.032350517999999995,-0.019013662,-0.0743608,0.007485085,-0.049582275999999995,-0.023314344,-0.034078047,83.0
7,0.0615203781612212,0.06112303947530075,0.06409664851834806,0.05865447458350224,0.06263333287694603,0.0615203781612212,0.06277198894323012,0.06780341565175738,0.06123958559137468,0.06238274711962456,0.06430890148961865,0.06711014483777299,0.06193219325079353,0.060149858775303225,0.06120331692344519,0.061549595640540286,0.06095783123385055,0.06129652090409478,0.0644263018585609,0.0590885959245773,0.06290145181261747,0.05962164876566614,0.06260847648352028,0.06759944748301107,0.06169519710963645,0.06251218280072192,0.06404683461824356,0.06772105816637321,0.06215881699164191,0.060349615439435324,0.06136398711880998,0.06165203328923901,-0.018970925,0.054620743,-0.010175765,0.06141732,0.05058401,0.060399838,-0.04159932,0.0505599,-0.025259103999999998,-0.043531954000000005,0.03682913,-0.036557935,-0.05764757,0.004766687800000001,0.02624429,0.06483438,273.0
8,0.06270169829368137,0.06354427659458015,0.06025098462070193,0.053845253535354375,0.06316428554739249,0.06270169829368137,0.06515929795392837,0.07938786787982502,0.061510486696049374,0.0625931417596326,0.05620605562567227,0.060024280251959876,0.06013439899722772,0.0655166940405117,0.06392544098039286,0.05933413892940849,0.06311054775234241,0.06295814748429428,0.05986087239530346,0.05383418456951741,0.06314801074172324,0.06559123993836627,0.0650527069994256,0.07883907164656846,0.061342805380045815,0.0626163405045915,0.05575099565486193,0.05980076641315325,0.059771052425753625,0.06526485977092979,0.06366027830387255,0.059398120019250614,0.051166855,-0.022119641000000002,0.009275816,0.052871786,-0.027685038999999998,0.061360992,0.006738335,0.029795162000000007,0.02146896,-0.052129023,0.033561572000000005,0.026089288,0.011433445,0.036185652,0.028515816,0.0387647,9.0
9,0.06293880733510546,0.06174814251745427,0.056849451386364575,0.07025668657958595,0.06076065581323103,0.06293880733510546,0.0685272936347143,0.07295812195119854,0.059958584168764574,0.05718359122423669,0.06663673192767687,0.05932923740340172,0.056342263450480636,0.06546858880988053,0.05857647622734305,0.05952656023545661,0.06360565205917867,0.061338442562104724,0.0573184576801841,0.07082806083007684,0.060968025010353526,0.0598266451387205,0.0692054252688693,0.07300128228780653,0.06016708784594105,0.05741683443614558,0.06675744024383637,0.05899407829004834,0.05684563042476451,0.06531411990594872,0.058990319604034475,0.059422498411986525,0.0064234138,-0.0030745938,0.0037448406,0.03969139,0.03638772,-0.034686699999999994,0.04370524,-0.04861956,-0.038037963,-0.029837247,-0.028149825,0.051149175,-0.0069244877,0.047430396,-0.047326945,0.039540343,86.0
